# Q I_noisy Sigma_stat Sigma_total
2.332175763466071854e-04 1.366577483347462676e+07 3.060438545020926176e+04 3.060438545020926176e+04
2.340723513376634075e-04 1.372111200835622475e+07 3.062023622146935668e+04 3.062023622146935668e+04
2.349302591984494084e-04 1.360069636914135888e+07 3.043956573862260484e+04 3.043956573862260484e+04
2.357913114113698689e-04 1.361189497766998596e+07 3.040589644819431123e+04 3.040589644819431123e+04
2.366555195009147560e-04 1.351820827259377949e+07 3.025487428263848415e+04 3.025487428263848415e+04
2.375228950338126560e-04 1.349732579442315362e+07 3.018516420963690325e+04 3.018516420963690325e+04
2.383934496191861675e-04 1.345833309240795858e+07 3.009510196852039735e+04 3.009510196852039735e+04
2.392671949087060755e-04 1.340931353630323708e+07 2.999373613051480061e+04 2.999373613051480061e+04
2.401441425967490212e-04 1.337584235907564312e+07 2.990966664438406224e+04 2.990966664438406224e+04
2.410243044205528679e-04 1.336024149009703472e+07 2.984547208694497021e+04 2.984547208694497021e+04
2.419076921603743175e-04 1.329189201360831037e+07 2.972224285000247983e+04 2.972224285000247983e+04
2.427943176396456855e-04 1.326338294538460672e+07 2.964345228788237000e+04 2.964345228788237000e+04
2.436841927251344963e-04 1.318801997957527265e+07 2.951218997994510210e+04 2.951218997994510210e+04
2.445773293271013963e-04 1.316249680963423476e+07 2.943657983575406615e+04 2.943657983575406615e+04
2.454737393994601289e-04 1.309538665599576756e+07 2.931436494404679615e+04 2.931436494404679615e+04
2.463734349399363151e-04 1.307395437033865787e+07 2.924317123462227391e+04 2.924317123462227391e+04
2.472764279902298404e-04 1.306163918670501933e+07 2.918206468395718548e+04 2.918206468395718548e+04
2.481827306361746120e-04 1.301649994001303799e+07 2.908419169385951318e+04 2.908419169385951318e+04
2.490923550079012969e-04 1.293794962048614770e+07 2.894888531655018596e+04 2.894888531655018596e+04
2.500053132799983269e-04 1.288255059696570970e+07 2.883937104570092924e+04 2.883937104570092924e+04
2.509216176716764254e-04 1.280374656641938165e+07 2.870355113425080344e+04 2.870355113425080344e+04
2.518412804469312384e-04 1.278412056725291163e+07 2.863394960757553781e+04 2.863394960757553781e+04
2.527643139147078616e-04 1.281074775392968021e+07 2.861595768383460381e+04 2.861595768383460381e+04
2.536907304290647179e-04 1.273376979652465507e+07 2.848204954539736354e+04 2.848204954539736354e+04
2.546205423893402537e-04 1.272165674221569486e+07 2.842056731583395594e+04 2.842056731583395594e+04
2.555537622403180622e-04 1.267687581772431545e+07 2.832250440407999849e+04 2.832250440407999849e+04
2.564904024723937428e-04 1.258947869604586437e+07 2.817672367373907764e+04 2.817672367373907764e+04
2.574304756217412173e-04 1.251910486423880607e+07 2.804986596906261184e+04 2.804986596906261184e+04
2.583739942704820825e-04 1.255990726030988619e+07 2.804731819057967004e+04 2.804731819057967004e+04
2.593209710468528484e-04 1.247823922834534943e+07 2.790777326700524645e+04 2.790777326700524645e+04
2.602714186253745612e-04 1.244187593166919425e+07 2.781879401951387263e+04 2.781879401951387263e+04
2.612253497270212348e-04 1.234677374270128272e+07 2.766402467574390903e+04 2.766402467574390903e+04
2.621827771193920758e-04 1.228638446309223399e+07 2.754801647210221563e+04 2.754801647210221563e+04
2.631437136168808359e-04 1.229727755427793227e+07 2.751178958648108164e+04 2.751178958648108164e+04
2.641081720808478753e-04 1.223088830579124205e+07 2.738897767330595889e+04 2.738897767330595889e+04
2.650761654197926042e-04 1.222572778657414392e+07 2.733462009145387128e+04 2.733462009145387128e+04
2.660477065895248960e-04 1.214917889945443533e+07 2.720034351031263213e+04 2.720034351031263213e+04
2.670228085933405108e-04 1.212118069424035773e+07 2.712033245149304639e+04 2.712033245149304639e+04
2.680014844821935918e-04 1.209574595827979781e+07 2.704312442884744451e+04 2.704312442884744451e+04
2.689837473548723065e-04 1.206579780010098219e+07 2.696080870026734920e+04 2.696080870026734920e+04
2.699696103581728066e-04 1.203528609889916144e+07 2.687780600906124164e+04 2.687780600906124164e+04
2.709590866870769288e-04 1.198047354307178035e+07 2.676761398175768409e+04 2.676761398175768409e+04
2.719521895849276731e-04 1.195608927100794390e+07 2.669135670447106895e+04 2.669135670447106895e+04
2.729489323436071202e-04 1.191359255999393389e+07 2.659482822569006748e+04 2.659482822569006748e+04
2.739493283037128853e-04 1.183076596523396671e+07 2.645320655664168225e+04 2.645320655664168225e+04
2.749533908547388550e-04 1.179851524307682738e+07 2.636804721397836329e+04 2.636804721397836329e+04
2.759611334352527791e-04 1.174952667515777238e+07 2.626414025120310180e+04 2.626414025120310180e+04
2.769725695330770617e-04 1.169609542300262861e+07 2.615522615268657682e+04 2.615522615268657682e+04
2.779877126854679798e-04 1.166560121935967915e+07 2.607191433097270419e+04 2.607191433097270419e+04
2.790065764792984794e-04 1.166283598861838318e+07 2.601950727892932264e+04 2.601950727892932264e+04
2.800291745512391295e-04 1.154140875592694990e+07 2.583451503139630950e+04 2.583451503139630950e+04
2.810555205879411347e-04 1.151196387185889669e+07 2.575228759739994712e+04 2.575228759739994712e+04
2.820856283262182106e-04 1.147354127455740422e+07 2.565998080014572770e+04 2.565998080014572770e+04
2.831195115532322533e-04 1.141326740048918128e+07 2.554320184130957205e+04 2.554320184130957205e+04
2.841571841066768949e-04 1.139044845033981465e+07 2.546828897766847513e+04 2.546828897766847513e+04
2.851986598749630644e-04 1.134384223500450701e+07 2.536674389266337312e+04 2.536674389266337312e+04
2.862439527974036820e-04 1.127847223633512296e+07 2.524418203533463384e+04 2.524418203533463384e+04
2.872930768644022556e-04 1.124465097927597351e+07 2.515688895816006334e+04 2.515688895816006334e+04
2.883460461176386050e-04 1.120624269104524888e+07 2.506443803082370869e+04 2.506443803082370869e+04
2.894028746502577297e-04 1.114604756346703507e+07 2.494759337557382969e+04 2.494759337557382969e+04
2.904635766070569423e-04 1.115870791771746986e+07 2.491217489087308786e+04 2.491217489087308786e+04
2.915281661846772301e-04 1.107617144559551217e+07 2.477035457224058337e+04 2.477035457224058337e+04
2.925966576317917981e-04 1.108258826294799149e+07 2.472788100144794953e+04 2.472788100144794953e+04
2.936690652492977014e-04 1.096241295472780801e+07 2.454395264073213912e+04 2.454395264073213912e+04
2.947454033905057974e-04 1.096099732561352476e+07 2.449276332076609469e+04 2.449276332076609469e+04
2.958256864613346558e-04 1.088356520244136266e+07 2.435655502555322892e+04 2.435655502555322892e+04
2.969099289205024078e-04 1.085687722258943878e+07 2.427707965200509352e+04 2.427707965200509352e+04
2.979981452797203305e-04 1.079532665741690993e+07 2.415860019770917643e+04 2.415860019770917643e+04
2.990903501038874070e-04 1.077795160893787816e+07 2.408951500571308134e+04 2.408951500571308134e+04
3.001865580112841273e-04 1.072758570332529396e+07 2.398353401281123661e+04 2.398353401281123661e+04
3.012867836737699763e-04 1.068735543058706075e+07 2.388887569325534787e+04 2.388887569325534787e+04
3.023910418169788606e-04 1.064059855921636894e+07 2.378691790482772194e+04 2.378691790482772194e+04
3.034993472205151869e-04 1.055578465864338353e+07 2.364237580192960013e+04 2.364237580192960013e+04
3.046117147181536260e-04 1.056537982103456371e+07 2.360343812336581323e+04 2.360343812336581323e+04
3.057281591980364919e-04 1.054721595399536751e+07 2.353339707591370825e+04 2.353339707591370825e+04
3.068486956028731267e-04 1.048297468915784545e+07 2.341192349169411682e+04 2.341192349169411682e+04
3.079733389301403152e-04 1.041046788666836917e+07 2.328119136314039861e+04 2.328119136314039861e+04
3.091021042322817237e-04 1.040476849544142000e+07 2.322510325525561348e+04 2.322510325525561348e+04
3.102350066169112970e-04 1.031692426732342504e+07 2.307724929235160016e+04 2.307724929235160016e+04
3.113720612470142687e-04 1.032783382057960331e+07 2.303971608416870004e+04 2.303971608416870004e+04
3.125132833411505039e-04 1.025541909432772361e+07 2.290914539425188559e+04 2.290914539425188559e+04
3.136586881736570819e-04 1.018371260314605944e+07 2.277933387026417768e+04 2.277933387026417768e+04
3.148082910748547288e-04 1.015781001942731068e+07 2.270073141399378073e+04 2.270073141399378073e+04
3.159621074312515387e-04 1.009892543705966882e+07 2.258527182186290156e+04 2.258527182186290156e+04
3.171201526857496227e-04 1.008674654832120799e+07 2.252201767023832508e+04 2.252201767023832508e+04
3.182824423378505111e-04 1.000926128541939892e+07 2.238581027296311731e+04 2.238581027296311731e+04
3.194489919438645671e-04 9.995734158691277727e+06 2.232108364120646729e+04 2.232108364120646729e+04
3.206198171171178524e-04 9.911980905893247575e+06 2.217789505489035218e+04 2.217789505489035218e+04
3.217949335281618663e-04 9.881059687378041446e+06 2.209378218491985899e+04 2.209378218491985899e+04
3.229743569049818206e-04 9.821512915109200403e+06 2.197767506751557812e+04 2.197767506751557812e+04
3.241581030332090895e-04 9.801289433021411300e+06 2.190556360466902697e+04 2.190556360466902697e+04
3.253461877563313819e-04 9.706399664586739615e+06 2.174994690439137048e+04 2.174994690439137048e+04
3.265386269759052991e-04 9.719792935075195506e+06 2.171550466173728637e+04 2.171550466173728637e+04
3.277354366517679172e-04 9.631604850978665054e+06 2.156746276107456652e+04 2.156746276107456652e+04
3.289366328022522178e-04 9.637586505880620331e+06 2.152475308053760455e+04 2.152475308053760455e+04
3.301422315044003509e-04 9.543025371201705188e+06 2.136964792203313118e+04 2.136964792203313118e+04
3.313522488941794989e-04 9.488870550504529849e+06 2.125973584959316577e+04 2.125973584959316577e+04
3.325667011666962243e-04 9.440242243595892563e+06 2.115604204285629021e+04 2.115604204285629021e+04
3.337856045764155317e-04 9.417641551881676540e+06 2.108153086496401374e+04 2.108153086496401374e+04
3.350089754373770587e-04 9.430804948539564386e+06 2.104697180535997541e+04 2.104697180535997541e+04
3.362368301234134335e-04 9.354076299467304721e+06 2.091201168000798134e+04 2.091201168000798134e+04
3.374691850683703143e-04 9.292762280752478167e+06 2.079427745526617582e+04 2.079427745526617582e+04
3.387060567663244216e-04 9.225022700963772833e+06 2.066936511450014223e+04 2.066936511450014223e+04
3.399474617718066679e-04 9.217094280584951863e+06 2.061144068561736276e+04 2.061144068561736276e+04
3.411934167000227379e-04 9.219411057934466749e+06 2.056490738463711386e+04 2.056490738463711386e+04
3.424439382270742121e-04 9.167178582919294015e+06 2.045750924645940904e+04 2.045750924645940904e+04
3.436990430901840261e-04 9.084258357376318425e+06 2.031586363229589188e+04 2.031586363229589188e+04
3.449587480879189494e-04 9.028022412102563307e+06 2.020404814087646810e+04 2.020404814087646810e+04
3.462230700804148822e-04 8.980271613085247576e+06 2.010176665337388840e+04 2.010176665337388840e+04
3.474920259896028575e-04 8.977379789344388992e+06 2.004968588143119632e+04 2.004968588143119632e+04
3.487656327994340675e-04 8.888979529144771397e+06 1.990205270666259457e+04 1.990205270666259457e+04
3.500439075561093344e-04 8.895507774303628132e+06 1.986059657529757533e+04 1.986059657529757533e+04
3.513268673683058179e-04 8.873614354568762705e+06 1.978736826071107498e+04 1.978736826071107498e+04
3.526145294074067025e-04 8.789643452736482024e+06 1.964491114065239526e+04 1.964491114065239526e+04
3.539069109077296396e-04 8.734384411048065871e+06 1.953453573658567257e+04 1.953453573658567257e+04
3.552040291667595798e-04 8.701243228683788329e+06 1.944893913701301426e+04 1.944893913701301426e+04
3.565059015453787318e-04 8.643479358963297680e+06 1.933586870262874072e+04 1.933586870262874072e+04
3.578125454680997747e-04 8.571275911737695336e+06 1.920666886478463130e+04 1.920666886478463130e+04
3.591239784232975519e-04 8.541979295430235565e+06 1.912556516630258193e+04 1.912556516630258193e+04
3.604402179634453728e-04 8.535900672370696440e+06 1.907046060268663132e+04 1.907046060268663132e+04
3.617612817053484416e-04 8.494018841230912134e+06 1.897537505405512638e+04 1.897537505405512638e+04
3.630871873303803221e-04 8.457533321853151545e+06 1.888637577245876673e+04 1.888637577245876673e+04
3.644179525847181548e-04 8.390907295038314536e+06 1.876376496427921666e+04 1.876376496427921666e+04
3.657535952795825914e-04 8.376591349697859958e+06 1.869965863782551605e+04 1.869965863782551605e+04
3.670941332914743130e-04 8.285497674907378852e+06 1.854981277925592440e+04 1.854981277925592440e+04
3.684395845624143439e-04 8.299237918523148634e+06 1.851719798386428374e+04 1.851719798386428374e+04
3.697899671001826302e-04 8.253018477868624032e+06 1.841764965602503798e+04 1.841764965602503798e+04
3.711452989785611720e-04 8.171075022030105814e+06 1.827825482202013518e+04 1.827825482202013518e+04
3.725055983375746079e-04 8.170581809880817309e+06 1.822991455020954163e+04 1.822991455020954163e+04
3.738708833837336726e-04 8.074342145014083944e+06 1.807467099515884183e+04 1.807467099515884183e+04
3.752411723902773538e-04 8.049241711977230385e+06 1.799901161914012846e+04 1.799901161914012846e+04
3.766164836974197102e-04 8.026943702961944044e+06 1.792653187591044843e+04 1.792653187591044843e+04
3.779968357125939259e-04 7.947310148307702504e+06 1.779003840437463077e+04 1.779003840437463077e+04
3.793822469106989661e-04 7.932980213671762496e+06 1.772663300709904797e+04 1.772663300709904797e+04
3.807727358343473176e-04 7.885992143394212238e+06 1.762678544617177613e+04 1.762678544617177613e+04
3.821683210941115359e-04 7.817371635056414641e+06 1.750281140374621828e+04 1.750281140374621828e+04
3.835690213687756723e-04 7.809556752620348707e+06 1.744691745098057800e+04 1.744691745098057800e+04
3.849748554055840979e-04 7.752129637739744969e+06 1.733563240395330286e+04 1.733563240395330286e+04
3.863858420204913579e-04 7.710013710142939351e+06 1.724153724883794712e+04 1.724153724883794712e+04
3.878020000984162548e-04 7.670423971175371669e+06 1.715034606077259741e+04 1.715034606077259741e+04
3.892233485934930575e-04 7.628515842635883950e+06 1.705664342974300962e+04 1.705664342974300962e+04
3.906499065293255846e-04 7.594038750757220201e+06 1.697132799103380603e+04 1.697132799103380603e+04
3.920816929992421542e-04 7.529379284338587895e+06 1.685234776371815315e+04 1.685234776371815315e+04
3.935187271665497211e-04 7.505146279466105625e+06 1.677866186509896579e+04 1.677866186509896579e+04
3.949610282647925672e-04 7.470426078750632703e+06 1.669332486622704891e+04 1.669332486622704891e+04
3.964086155980086072e-04 7.429473739180526696e+06 1.660110865892969741e+04 1.660110865892969741e+04
3.978615085409865069e-04 7.369115212908542715e+06 1.648728422376261369e+04 1.648728422376261369e+04
3.993197265395275180e-04 7.321114654242456891e+06 1.638735670639880846e+04 1.638735670639880846e+04
4.007832891107040605e-04 7.306241395361137576e+06 1.632456500108028922e+04 1.632456500108028922e+04
4.022522158431212865e-04 7.285093773300892673e+06 1.625481124593949608e+04 1.625481124593949608e+04
4.037265263971797822e-04 7.230729501582473516e+06 1.614806892781394345e+04 1.614806892781394345e+04
4.052062405053369690e-04 7.183301480628971010e+06 1.604915540745510407e+04 1.604915540745510407e+04
4.066913779723738717e-04 7.147650950306750834e+06 1.596348869782953261e+04 1.596348869782953261e+04
4.081819586756581459e-04 7.069200994634767063e+06 1.583006533330559432e+04 1.583006533330559432e+04
4.096780025654113335e-04 7.074795979419326410e+06 1.579069653671608467e+04 1.579069653671608467e+04
4.111795296649741133e-04 7.015116248038399965e+06 1.567847869682152304e+04 1.567847869682152304e+04
4.126865600710766463e-04 6.984133907536920160e+06 1.559840815718701924e+04 1.559840815718701924e+04
4.141991139541061030e-04 6.910352009519042447e+06 1.547059270519651182e+04 1.547059270519651182e+04
4.157172115583772799e-04 6.892068772901909426e+06 1.540493504280337402e+04 1.540493504280337402e+04
4.172408732024019697e-04 6.853008496304436587e+06 1.531613669333409780e+04 1.531613669333409780e+04
4.187701192791634815e-04 6.805106568893029355e+06 1.521755591679835561e+04 1.521755591679835561e+04
4.203049702563877452e-04 6.766992189534690231e+06 1.513001725563814034e+04 1.513001725563814034e+04
4.218454466768182111e-04 6.712937771994355135e+06 1.502475269590911557e+04 1.502475269590911557e+04
4.233915691584890688e-04 6.672011416051622480e+06 1.493427443583443346e+04 1.493427443583443346e+04
4.249433583950038332e-04 6.659168376657973975e+06 1.487529954008266031e+04 1.487529954008266031e+04
4.265008351558105147e-04 6.630076485092889518e+06 1.479824566081176636e+04 1.479824566081176636e+04
4.280640202864803676e-04 6.571434676382065751e+06 1.468830050048368685e+04 1.468830050048368685e+04
4.296329347089854461e-04 6.512625948028190061e+06 1.457824492351985646e+04 1.457824492351985646e+04
4.312075994219809302e-04 6.483531996900741011e+06 1.450153422232872981e+04 1.450153422232872981e+04
4.327880355010846336e-04 6.455892261083655991e+06 1.442654786996435905e+04 1.442654786996435905e+04
4.343742640991598712e-04 6.423336703161580488e+06 1.434617065184432977e+04 1.434617065184432977e+04
4.359663064465968104e-04 6.363919235218957067e+06 1.423588711144613990e+04 1.423588711144613990e+04
4.375641838515994045e-04 6.315862694510377944e+06 1.413840066586252215e+04 1.413840066586252215e+04
4.391679177004685327e-04 6.285191186849894002e+06 1.406047855206092026e+04 1.406047855206092026e+04
4.407775294578889337e-04 6.256519056000053883e+06 1.398489835506850795e+04 1.398489835506850795e+04
4.423930406672169535e-04 6.221391455869389698e+06 1.390221231068417183e+04 1.390221231068417183e+04
4.440144729507668826e-04 6.191476077141089365e+06 1.382546088398942629e+04 1.382546088398942629e+04
4.456418480101031489e-04 6.136397081687989645e+06 1.372071499298606068e+04 1.372071499298606068e+04
4.472751876263295827e-04 6.083823286097345874e+06 1.361886551608726404e+04 1.361886551608726404e+04
4.489145136603792780e-04 6.063068335541433655e+06 1.355272419684259148e+04 1.355272419684259148e+04
4.505598480533101464e-04 6.020463001177837141e+06 1.346226549402587443e+04 1.346226549402587443e+04
4.522112128265967299e-04 5.990701586834152229e+06 1.338628230315631481e+04 1.338628230315631481e+04
4.538686300824253204e-04 5.947447079646712169e+06 1.329533993479522724e+04 1.329533993479522724e+04
4.555321220039901644e-04 5.902388044080097228e+06 1.320249843974360374e+04 1.320249843974360374e+04
4.572017108557887449e-04 5.868620272261983715e+06 1.312240422284655142e+04 1.312240422284655142e+04
4.588774189839224310e-04 5.834501968740184791e+06 1.304203985371250383e+04 1.304203985371250383e+04
4.605592688163940912e-04 5.797464166880889796e+06 1.295853589796405868e+04 1.295853589796405868e+04
4.622472828634070622e-04 5.744213172988105565e+06 1.285702502250616817e+04 1.285702502250616817e+04
4.639414837176690509e-04 5.716781203148792498e+06 1.278451775704185093e+04 1.278451775704185093e+04
4.656418940546927293e-04 5.680499289699004032e+06 1.270223660517884673e+04 1.270223660517884673e+04
4.673485366330997447e-04 5.616664722369365394e+06 1.258924226299354814e+04 1.258924226299354814e+04
4.690614342949256518e-04 5.613592340160779655e+06 1.254437957602531060e+04 1.254437957602531060e+04
4.707806099659238687e-04 5.555969923845234327e+06 1.243861740872906921e+04 1.243861740872906921e+04
4.725060866558754335e-04 5.518792445744406432e+06 1.235584953941367894e+04 1.235584953941367894e+04
4.742378874588948031e-04 5.502594165859316476e+06 1.229667592154510567e+04 1.229667592154510567e+04
4.759760355537402069e-04 5.469399122211423703e+06 1.221862071333432505e+04 1.221862071333432505e+04
4.777205542041216679e-04 5.431151903202334419e+06 1.213505414040461983e+04 1.213505414040461983e+04
4.794714667590155841e-04 5.387013985583609901e+06 1.204503689779620800e+04 1.204503689779620800e+04
4.812287966529749735e-04 5.349814388409887441e+06 1.196290753210040384e+04 1.196290753210040384e+04
4.829925674064443797e-04 5.297257887343881652e+06 1.186372884132553736e+04 1.186372884132553736e+04
4.847628026260724482e-04 5.275050730043595657e+06 1.179864659597862919e+04 1.179864659597862919e+04
4.865395260050311152e-04 5.231024398594984785e+06 1.170928596716154789e+04 1.170928596716154789e+04
4.883227613233304598e-04 5.223233765933949500e+06 1.166057270299092488e+04 1.166057270299092488e+04
4.901125324481382184e-04 5.167898546720417216e+06 1.155886486130479898e+04 1.155886486130479898e+04
4.919088633340972395e-04 5.130955560103425756e+06 1.147784359655973822e+04 1.147784359655973822e+04
4.937117780236486295e-04 5.091046411167570390e+06 1.139364307643363463e+04 1.139364307643363463e+04
4.955213006473522435e-04 5.070519876091601327e+06 1.133125871857773382e+04 1.133125871857773382e+04
4.973374554242097770e-04 5.053737815529112704e+06 1.127316881332241246e+04 1.127316881332241246e+04
4.991602666619891597e-04 5.020994543702575378e+06 1.119739994386386388e+04 1.119739994386386388e+04
5.009897587575485147e-04 4.958241661254242994e+06 1.108826835151997511e+04 1.108826835151997511e+04
5.028259561971651056e-04 4.912995660513352603e+06 1.099880605718829793e+04 1.099880605718829793e+04
5.046688835568621150e-04 4.859077303324597888e+06 1.089975230430898046e+04 1.089975230430898046e+04
5.065185655027355316e-04 4.858364954444734380e+06 1.086043094293807371e+04 1.086043094293807371e+04
5.083750267912876507e-04 4.814109160060688853e+06 1.077251519058754275e+04 1.077251519058754275e+04
5.102382922697561293e-04 4.782450393696202897e+06 1.069883353463832464e+04 1.069883353463832464e+04
5.121083868764474871e-04 4.763457603542527184e+06 1.063945235077940742e+04 1.063945235077940742e+04
5.139853356410710407e-04 4.726331414846693166e+06 1.055995374128148978e+04 1.055995374128148978e+04
5.158691636850717532e-04 4.699454555515860207e+06 1.049204975026859574e+04 1.049204975026859574e+04
5.177598962219700238e-04 4.635679103702628054e+06 1.038304779043531380e+04 1.038304779043531380e+04
5.196575585576971397e-04 4.622894686498049647e+06 1.033121965398012799e+04 1.033121965398012799e+04
5.215621760909327879e-04 4.593211932072018273e+06 1.026063236496084210e+04 1.026063236496084210e+04
5.234737743134475554e-04 4.559217051271106116e+06 1.018537844921992655e+04 1.018537844921992655e+04
5.253923788104429343e-04 4.497018039889802225e+06 1.007871953390029739e+04 1.007871953390029739e+04
5.273180152608931710e-04 4.476143935980910435e+06 1.001845910926597753e+04 1.001845910926597753e+04
5.292507094378905846e-04 4.465868596914581954e+06 9.970170658651371923e+03 9.970170658651371923e+03
5.311904872089876330e-04 4.420818924858089536e+06 9.883176383038071435e+03 9.883176383038071435e+03
5.331373745365465674e-04 4.390758856708412059e+06 9.813080921203038088e+03 9.813080921203038088e+03
5.350913974780847513e-04 4.359317740951777436e+06 9.741595531107057468e+03 9.741595531107057468e+03
5.370525821866247492e-04 4.325686587755637243e+06 9.667817346873018323e+03 9.667817346873018323e+03
5.390209549110417048e-04 4.290282236179378815e+06 9.592211726405368609e+03 9.592211726405368609e+03
5.409965419964184175e-04 4.254446737473110668e+06 9.516277807930016934e+03 9.516277807930016934e+03
5.429793698843953225e-04 4.219820802610707469e+06 9.441850887002559830e+03 9.441850887002559830e+03
5.449694651135258928e-04 4.189212124916207511e+06 9.372073734379062444e+03 9.372073734379062444e+03
5.469668543196293297e-04 4.169442433908706997e+06 9.314567981255113409e+03 9.314567981255113409e+03
5.489715642361506264e-04 4.118718474762825761e+06 9.222609015584726876e+03 9.222609015584726876e+03
5.509836216945159697e-04 4.091503032852361910e+06 9.157101101207599640e+03 9.157101101207599640e+03
5.530030536244930203e-04 4.055641096952672582e+06 9.082072397388432364e+03 9.082072397388432364e+03
5.550298870545490246e-04 4.020879914882413112e+06 9.008431596502292450e+03 9.008431596502292450e+03
5.570641491122160826e-04 4.004162450149123557e+06 8.955146719311118432e+03 8.955146719311118432e+03
5.591058670244520787e-04 3.964494578404251486e+06 8.876337243885049247e+03 8.876337243885049247e+03
5.611550681180059496e-04 3.949322454115372617e+06 8.825086739826712801e+03 8.825086739826712801e+03
5.632117798197812169e-04 3.909007164127537981e+06 8.745879825732596146e+03 8.745879825732596146e+03
5.652760296572064596e-04 3.876403141560583375e+06 8.675451861927354912e+03 8.675451861927354912e+03
5.673478452586019904e-04 3.851914212535790168e+06 8.614261949581023146e+03 8.614261949581023146e+03
5.694272543535497865e-04 3.821037904846390709e+06 8.546087696267732099e+03 8.546087696267732099e+03
5.715142847732633102e-04 3.798453166304061655e+06 8.487342380658043112e+03 8.487342380658043112e+03
5.736089644509627513e-04 3.758116155162328389e+06 8.408912833188232980e+03 8.408912833188232980e+03
5.757113214222471260e-04 3.726992780760812573e+06 8.340943767682168982e+03 8.340943767682168982e+03
