# Q scale_from_stat scale_from_total
# # scale_from_stat = I/sigma_stat^2
# # scale_from_total = I/sigma_total^2
3.253461877563313819e-04 1.457228131004377480e-01 1.457228131004377480e-01
3.265386269759052991e-04 1.463857786359561430e-01 1.463857786359561430e-01
3.277354366517679172e-04 1.470544560821206437e-01 1.470544560821206437e-01
3.289366328022522178e-04 1.477289011527750939e-01 1.477289011527750939e-01
3.301422315044003509e-04 1.484091705312069742e-01 1.484091705312069742e-01
3.313522488941794989e-04 1.490953210775380622e-01 1.490953210775380622e-01
3.325667011666962243e-04 1.497874110006227610e-01 1.497874110006227610e-01
3.337856045764155317e-04 1.504854988646677494e-01 1.504854988646677494e-01
3.350089754373770587e-04 1.511896439799862157e-01 1.511896439799862157e-01
3.362368301234134335e-04 1.518999065516803693e-01 1.518999065516803693e-01
3.374691850683703143e-04 1.526163473599574660e-01 1.526163473599574660e-01
3.387060567663244216e-04 1.533390284144320048e-01 1.533390284144320048e-01
3.399474617718066679e-04 1.540680117933633797e-01 1.540680117933633797e-01
3.411934167000227379e-04 1.548033609095606222e-01 1.548033609095606222e-01
3.424439382270742121e-04 1.555451398470771851e-01 1.555451398470771851e-01
3.436990430901840261e-04 1.562934135034146910e-01 1.562934135034146910e-01
3.449587480879189494e-04 1.570482476699539554e-01 1.570482476699539554e-01
3.462230700804148822e-04 1.578097088116013624e-01 1.578097088116013624e-01
3.474920259896028575e-04 1.585778644029571527e-01 1.585778644029571527e-01
3.487656327994340675e-04 1.593527827751486659e-01 1.593527827751486659e-01
3.500439075561093344e-04 1.601345331547241457e-01 1.601345331547241457e-01
3.513268673683058179e-04 1.609231856398689875e-01 1.609231856398689875e-01
3.526145294074067025e-04 1.617188111368896009e-01 1.617188111368896009e-01
3.539069109077296396e-04 1.625214816742418800e-01 1.625214816742418800e-01
3.552040291667595798e-04 1.633312701610170892e-01 1.633312701610170892e-01
3.565059015453787318e-04 1.641482503266935011e-01 1.641482503266935011e-01
3.578125454680997747e-04 1.649724969744989500e-01 1.649724969744989500e-01
3.591239784232975519e-04 1.658040859517492249e-01 1.658040859517492249e-01
3.604402179634453728e-04 1.666430939830254310e-01 1.666430939830254310e-01
3.617612817053484416e-04 1.674895988004500291e-01 1.674895988004500291e-01
3.630871873303803221e-04 1.683436793134059362e-01 1.683436793134059362e-01
3.644179525847181548e-04 1.692054151892480596e-01 1.692054151892480596e-01
3.657535952795825914e-04 1.700748873066306455e-01 1.700748873066306455e-01
3.670941332914743130e-04 1.709521777930124165e-01 1.709521777930124165e-01
3.684395845624143439e-04 1.718373694311499389e-01 1.718373694311499389e-01
3.697899671001826302e-04 1.727305464346806652e-01 1.727305464346806652e-01
3.711452989785611720e-04 1.736317940588514852e-01 1.736317940588514852e-01
3.725055983375746079e-04 1.745411985909416652e-01 1.745411985909416652e-01
3.738708833837336726e-04 1.754588474440817170e-01 1.754588474440817170e-01
3.752411723902773538e-04 1.763848292903640314e-01 1.763848292903640314e-01
3.766164836974197102e-04 1.773192339251496996e-01 1.773192339251496996e-01
3.779968357125939259e-04 1.782621522894249355e-01 1.782621522894249355e-01
3.793822469106989661e-04 1.792136765636213602e-01 1.792136765636213602e-01
3.807727358343473176e-04 1.801739001266062512e-01 1.801739001266062512e-01
3.821683210941115359e-04 1.811429174678251541e-01 1.811429174678251541e-01
3.835690213687756723e-04 1.821208245856265617e-01 1.821208245856265617e-01
3.849748554055840979e-04 1.831077184491770315e-01 1.831077184491770315e-01
3.863858420204913579e-04 1.841036974080180744e-01 1.841036974080180744e-01
3.878020000984162548e-04 1.851088612263600830e-01 1.851088612263600830e-01
3.892233485934930575e-04 1.861233107905062023e-01 1.861233107905062023e-01
3.906499065293255846e-04 1.871471483759157839e-01 1.871471483759157839e-01
3.920816929992421542e-04 1.881804776085418962e-01 1.881804776085418962e-01
3.935187271665497211e-04 1.892234034474980231e-01 1.892234034474980231e-01
3.949610282647925672e-04 1.902760321546750066e-01 1.902760321546750066e-01
3.964086155980086072e-04 1.913384715078731424e-01 1.913384715078731424e-01
3.978615085409865069e-04 1.924108305717646128e-01 1.924108305717646128e-01
3.993197265395275180e-04 1.934932198720933361e-01 1.934932198720933361e-01
4.007832891107040605e-04 1.945857513916916526e-01 1.945857513916916526e-01
4.022522158431212865e-04 1.956885384236137781e-01 1.956885384236137781e-01
4.037265263971797822e-04 1.968016959600248361e-01 1.968016959600248361e-01
4.052062405053369690e-04 1.979253402909358917e-01 1.979253402909358917e-01
4.066913779723738717e-04 1.990595892070461392e-01 1.990595892070461392e-01
4.081819586756581459e-04 2.002045620415894567e-01 2.002045620415894567e-01
4.096780025654113335e-04 2.013603797530661432e-01 2.013603797530661432e-01
4.111795296649741133e-04 2.025271647355846583e-01 2.025271647355846583e-01
4.126865600710766463e-04 2.037050409423611930e-01 2.037050409423611930e-01
4.141991139541061030e-04 2.048941339390832617e-01 2.048941339390832617e-01
4.157172115583772799e-04 2.060945709448555319e-01 2.060945709448555319e-01
4.172408732024019697e-04 2.073064806800105075e-01 2.073064806800105075e-01
4.187701192791634815e-04 2.085299935821715855e-01 2.085299935821715855e-01
4.203049702563877452e-04 2.097652417586403917e-01 2.097652417586403917e-01
4.218454466768182111e-04 2.110123588479120293e-01 2.110123588479120293e-01
4.233915691584890688e-04 2.122714803113519566e-01 2.122714803113519566e-01
4.249433583950038332e-04 2.135427432675865433e-01 2.135427432675865433e-01
4.265008351558105147e-04 2.148262866044038100e-01 2.148262866044038100e-01
4.280640202864803676e-04 2.161222508032259459e-01 2.161222508032259459e-01
4.296329347089854461e-04 2.174307783046547371e-01 2.174307783046547371e-01
4.312075994219809302e-04 2.187520131906582344e-01 2.187520131906582344e-01
4.327880355010846336e-04 2.200861013579436809e-01 2.200861013579436809e-01
4.343742640991598712e-04 2.214331905865536965e-01 2.214331905865536965e-01
4.359663064465968104e-04 2.227934304315530856e-01 2.227934304315530856e-01
4.375641838515994045e-04 2.241669723129364189e-01 2.241669723129364189e-01
4.391679177004685327e-04 2.255539695469592210e-01 2.255539695469592210e-01
4.407775294578889337e-04 2.269545773179713899e-01 2.269545773179713899e-01
4.423930406672169535e-04 2.283689527637075833e-01 2.283689527637075833e-01
4.440144729507668826e-04 2.297972549546641041e-01 2.297972549546641041e-01
4.456418480101031489e-04 2.312396449029513468e-01 2.312396449029513468e-01
4.472751876263295827e-04 2.326962856124336620e-01 2.326962856124336620e-01
4.489145136603792780e-04 2.341673420916444703e-01 2.341673420916444703e-01
4.505598480533101464e-04 2.356529813810427088e-01 2.356529813810427088e-01
4.522112128265967299e-04 2.371533726107321327e-01 2.371533726107321327e-01
4.538686300824253204e-04 2.386686868983776411e-01 2.386686868983776411e-01
4.555321220039901644e-04 2.401990975329786615e-01 2.401990975329786615e-01
4.572017108557887449e-04 2.417447799105541806e-01 2.417447799105541806e-01
4.588774189839224310e-04 2.433059116009030076e-01 2.433059116009030076e-01
4.605592688163940912e-04 2.448826722672260148e-01 2.448826722672260148e-01
4.622472828634070622e-04 2.464752438517735511e-01 2.464752438517735511e-01
4.639414837176690509e-04 2.480838105665580662e-01 2.480838105665580662e-01
4.656418940546927293e-04 2.497085587381173144e-01 2.497085587381173144e-01
4.673485366330997447e-04 2.513496771415125730e-01 2.513496771415125730e-01
4.690614342949256518e-04 2.530073567662148304e-01 2.530073567662148304e-01
4.707806099659238687e-04 2.546817909623365628e-01 2.546817909623365628e-01
4.725060866558754335e-04 2.563731755019815761e-01 2.563731755019815761e-01
4.742378874588948031e-04 2.580817085183774728e-01 2.580817085183774728e-01
4.759760355537402069e-04 2.598075906171257721e-01 2.598075906171257721e-01
4.777205542041216679e-04 2.615510248805086313e-01 2.615510248805086313e-01
4.794714667590155841e-04 2.633122168835844157e-01 2.633122168835844157e-01
4.812287966529749735e-04 2.650913747727449699e-01 2.650913747727449699e-01
4.829925674064443797e-04 2.668887092524186433e-01 2.668887092524186433e-01
4.847628026260724482e-04 2.687044336570768577e-01 2.687044336570768577e-01
4.865395260050311152e-04 2.705387639893185869e-01 2.705387639893185869e-01
4.883227613233304598e-04 2.723919189324968126e-01 2.723919189324968126e-01
4.901125324481382184e-04 2.742641199743708347e-01 2.742641199743708347e-01
4.919088633340972395e-04 2.761555912667030821e-01 2.761555912667030821e-01
4.937117780236486295e-04 2.780665598970704644e-01 2.780665598970704644e-01
4.955213006473522435e-04 2.799972557692615438e-01 2.799972557692615438e-01
4.973374554242097770e-04 2.819479117281304958e-01 2.819479117281304958e-01
4.991602666619891597e-04 2.839187635594467851e-01 2.839187635594467851e-01
5.009897587575485147e-04 2.859100500656863164e-01 2.859100500656863164e-01
5.028259561971651056e-04 2.879220131347332567e-01 2.879220131347332567e-01
5.046688835568621150e-04 2.899548977427614527e-01 2.899548977427614527e-01
5.065185655027355316e-04 2.920089520307087572e-01 2.920089520307087572e-01
5.083750267912876507e-04 2.940844273636307182e-01 2.940844273636307182e-01
5.102382922697561293e-04 2.961815784193526091e-01 2.961815784193526091e-01
5.121083868764474871e-04 2.983006631207104076e-01 2.983006631207104076e-01
5.139853356410710407e-04 3.004419428722029939e-01 3.004419428722029939e-01
5.158691636850717532e-04 3.026056824632573083e-01 3.026056824632573083e-01
5.177598962219700238e-04 3.047921502152124429e-01 3.047921502152124429e-01
5.196575585576971397e-04 3.070016180490479085e-01 3.070016180490479085e-01
5.215621760909327879e-04 3.092343614819101916e-01 3.092343614819101916e-01
5.234737743134475554e-04 3.114906597558810830e-01 3.114906597558810830e-01
5.253923788104429343e-04 3.137707958947774656e-01 3.137707958947774656e-01
5.273180152608931710e-04 3.160750567526493526e-01 3.160750567526493526e-01
5.292507094378905846e-04 3.184037330622025985e-01 3.184037330622025985e-01
5.311904872089876330e-04 3.207571196026382521e-01 3.207571196026382521e-01
5.331373745365465674e-04 3.231355151698225292e-01 3.231355151698225292e-01
5.350913974780847513e-04 3.255392226989949345e-01 3.255392226989949345e-01
5.370525821866247492e-04 3.279685493152427744e-01 3.279685493152427744e-01
5.390209549110417048e-04 3.304238064776403028e-01 3.304238064776403028e-01
5.409965419964184175e-04 3.329053099909010105e-01 3.329053099909010105e-01
5.429793698843953225e-04 3.354133800675803134e-01 3.354133800675803134e-01
5.449694651135258928e-04 3.379483414969856603e-01 3.379483414969856603e-01
5.469668543196293297e-04 3.405105236982152173e-01 3.405105236982152173e-01
5.489715642361506264e-04 3.431002607195026144e-01 3.431002607195026144e-01
5.509836216945159697e-04 3.457178914718212481e-01 3.457178914718212481e-01
5.530030536244930203e-04 3.483637596785498780e-01 3.483637596785498780e-01
5.550298870545490246e-04 3.510382140797300154e-01 3.510382140797300154e-01
5.570641491122160826e-04 3.537416084239243252e-01 3.537416084239243252e-01
5.591058670244520787e-04 3.564743016259241393e-01 3.564743016259241393e-01
5.611550681180059496e-04 3.592366578349746042e-01 3.592366578349746042e-01
5.632117798197812169e-04 3.620290465441640126e-01 3.620290465441640126e-01
5.652760296572064596e-04 3.648518426620048771e-01 3.648518426620048771e-01
5.673478452586019904e-04 3.677054266068121025e-01 3.677054266068121025e-01
5.694272543535497865e-04 3.705901844349140939e-01 3.705901844349140939e-01
5.715142847732633102e-04 3.735065079025172152e-01 3.735065079025172152e-01
5.736089644509627513e-04 3.764547945982905652e-01 3.764547945982905652e-01
5.757113214222471260e-04 3.794354480124290663e-01 3.794354480124290663e-01
5.778213838254697352e-04 3.824488776291578018e-01 3.824488776291578018e-01
5.799391799021153589e-04 3.854954990868354470e-01 3.854954990868354470e-01
5.820647379971761494e-04 3.885757341969901524e-01 3.885757341969901524e-01
5.841980865595342454e-04 3.916900110903522303e-01 3.916900110903522303e-01
5.863392541423411352e-04 3.948387643447798800e-01 3.948387643447798800e-01
5.884882694033974522e-04 3.980224350066827177e-01 3.980224350066827177e-01
5.906451611055407941e-04 4.012414707597947161e-01 4.012414707597947161e-01
5.928099581170277960e-04 4.044963260098664026e-01 4.044963260098664026e-01
5.949826894119215155e-04 4.077874619786251986e-01 4.077874619786251986e-01
5.971633840704792520e-04 4.111153468238226139e-01 4.111153468238226139e-01
5.993520712795398237e-04 4.144804556882779600e-01 4.144804556882779600e-01
6.015487803329180004e-04 4.178832708839955723e-01 4.178832708839955723e-01
6.037535406317934067e-04 4.213242819181051702e-01 4.213242819181051702e-01
6.059663816851060389e-04 4.248039856727824914e-01 4.248039856727824914e-01
6.081873331099483127e-04 4.283228863792751806e-01 4.283228863792751806e-01
6.104164246319653507e-04 4.318814958792637770e-01 4.318814958792637770e-01
6.126536860857500653e-04 4.354803336078261755e-01 4.354803336078261755e-01
6.148991474152442054e-04 4.391199267378200211e-01 4.391199267378200211e-01
6.171528386741362586e-04 4.428008102753270836e-01 4.428008102753270836e-01
6.194147900262675930e-04 4.465235271479478518e-01 4.465235271479478518e-01
6.216850317460337208e-04 4.502886283360955089e-01 4.502886283360955089e-01
6.239635942187904405e-04 4.540966729357584497e-01 4.540966729357584497e-01
6.262505079412583522e-04 4.579482282822115446e-01 4.579482282822115446e-01
6.285458035219348549e-04 4.618438700300117050e-01 4.618438700300117050e-01
6.308495116815008305e-04 4.657841822824218547e-01 4.657841822824218547e-01
6.331616632532329663e-04 4.697697576489575644e-01 4.697697576489575644e-01
6.354822891834169436e-04 4.738011973627395124e-01 4.738011973627395124e-01
6.378114205317585682e-04 4.778791114274778540e-01 4.778791114274778540e-01
6.401490884718041147e-04 4.820041186162811186e-01 4.820041186162811186e-01
6.424953242913551427e-04 4.861768466704090574e-01 4.861768466704090574e-01
6.448501593928853727e-04 4.903979323409459745e-01 4.903979323409459745e-01
6.472136252939651507e-04 4.946680215063076202e-01 4.946680215063076202e-01
6.495857536276800591e-04 4.989877692855555491e-01 4.989877692855555491e-01
6.519665761430557070e-04 5.033578401317565509e-01 5.033578401317565509e-01
6.543561247054829541e-04 5.077789079366351599e-01 5.077789079366351599e-01
6.567544312971415089e-04 5.122516561303993576e-01 5.122516561303993576e-01
6.591615280174326335e-04 5.167767778126367562e-01 5.167767778126367562e-01
6.615774470834059938e-04 5.213549758419812052e-01 5.213549758419812052e-01
6.640022208301894378e-04 5.259869629512444744e-01 5.259869629512444744e-01
6.664358817114254948e-04 5.306734618613110355e-01 5.306734618613110355e-01
6.688784622997034305e-04 5.354152054147726103e-01 5.354152054147726103e-01
6.713299952869950958e-04 5.402129366915111586e-01 5.402129366915111586e-01
6.737905134850941374e-04 5.450674091173483005e-01 5.450674091173483005e-01
6.762600498260516301e-04 5.499793865909027302e-01 5.499793865909027302e-01
6.787386373626215757e-04 5.549496436494510965e-01 5.549496436494510965e-01
6.812263092687006550e-04 5.599789655760327722e-01 5.599789655760327722e-01
6.837230988397705825e-04 5.650681485513067148e-01 5.650681485513067148e-01
6.862290394933477254e-04 5.702179997898869646e-01 5.702179997898869646e-01
6.887441647694276256e-04 5.754293377133310461e-01 5.754293377133310461e-01
6.912685083309346194e-04 5.807029920876144446e-01 5.807029920876144446e-01
6.938021039641729731e-04 5.860398042087264781e-01 5.860398042087264781e-01
6.963449855792763939e-04 5.914406270391296960e-01 5.914406270391296960e-01
6.988971872106661048e-04 5.969063254356241632e-01 5.969063254356241632e-01
7.014587430175042585e-04 6.024377762811068404e-01 6.024377762811068404e-01
7.040296872841490848e-04 6.080358687185877242e-01 6.080358687185877242e-01
7.066100544206176289e-04 6.137015043326052854e-01 6.137015043326052854e-01
7.091998789630438258e-04 6.194355973600741416e-01 6.194355973600741416e-01
7.117991955741416726e-04 6.252390748964350431e-01 6.252390748964350431e-01
7.144080390436685071e-04 6.311128771618226274e-01 6.311128771618226274e-01
7.170264442888917575e-04 6.370579576762258611e-01 6.370579576762258611e-01
7.196544463550535228e-04 6.430752835493537267e-01 6.430752835493537267e-01
7.222920804158435015e-04 6.491658357229755927e-01 6.491658357229755927e-01
7.249393817738682350e-04 6.553306092080238843e-01 6.553306092080238843e-01
7.275963858611207832e-04 6.615706134063511490e-01 6.615706134063511490e-01
7.302631282394596171e-04 6.678868723350500636e-01 6.678868723350500636e-01
7.329396446010818730e-04 6.742804249615268475e-01 6.742804249615268475e-01
7.356259707690012686e-04 6.807523254810302626e-01 6.807523254810302626e-01
7.383221426975289468e-04 6.873036436413939576e-01 6.873036436413939576e-01
7.410281964727510667e-04 6.939354650408771086e-01 6.939354650408771086e-01
7.437441683130168032e-04 7.006488914878892249e-01 7.006488914878892249e-01
7.464700945694204915e-04 7.074450413120301207e-01 7.074450413120301207e-01
7.492060117262861569e-04 7.143250497211570682e-01 7.143250497211570682e-01
7.519519564016601768e-04 7.212900691665089514e-01 7.212900691665089514e-01
7.547079653477985206e-04 7.283412696750523052e-01 7.283412696750523052e-01
7.574740754516590862e-04 7.354798392697560194e-01 7.354798392697560194e-01
7.602503237353965297e-04 7.427069843058231591e-01 7.427069843058231591e-01
7.630367473568547103e-04 7.500239298656375952e-01 7.500239298656375952e-01
7.658333836100683504e-04 7.574319201640141719e-01 7.574319201640141719e-01
7.686402699257598170e-04 7.649322189298710661e-01 7.649322189298710661e-01
7.714574438718383971e-04 7.725261098253419778e-01 7.725261098253419778e-01
7.742849431539069452e-04 7.802148968260003148e-01 7.802148968260003148e-01
7.771228056157641938e-04 7.879999046648731298e-01 7.879999046648731298e-01
7.799710692399112934e-04 7.958824792097763945e-01 7.958824792097763945e-01
7.828297721480617123e-04 8.038639879020517132e-01 8.038639879020517132e-01
7.856989526016478842e-04 8.119458201672223874e-01 8.119458201672223874e-01
7.885786490023377225e-04 8.201293878258870684e-01 8.201293878258870684e-01
7.914688998925473390e-04 8.284161255084516728e-01 8.284161255084516728e-01
7.943697439559530048e-04 8.368074910837663971e-01 8.368074910837663971e-01
7.972812200180151446e-04 8.453049660563604073e-01 8.453049660563604073e-01
8.002033670464936584e-04 8.539100559728096673e-01 8.539100559728096673e-01
8.031362241519708319e-04 8.626242908481245308e-01 8.626242908481245308e-01
8.060798305883757654e-04 8.714492255473005322e-01 8.714492255473005322e-01
8.090342257535058750e-04 8.803864401822922847e-01 8.803864401822922847e-01
8.119994491895596691e-04 8.894375405158080339e-01 8.894375405158080339e-01
8.149755405836633460e-04 8.986041583288413293e-01 8.986041583288413293e-01
