r_low,r_high,r_center,psd_bin_weight,psd_density_per_r,psd_density_per_log_r
3.024593455491498389e+03,3.305991165764510697e+03,3.162163696566648014e+03,5.425877830812899479e-06,1.928188337264261202e-08,6.099257880018599026e-05
3.305991165764510697e+03,3.613569145390128597e+03,3.456360466088422527e+03,4.996633953982128318e-06,1.624509647948140461e-08,5.616742574690101043e-05
3.613569145390128597e+03,3.949763116047501171e+03,3.777928285151694126e+03,4.404592905055434209e-06,1.310134413309962046e-08,4.951226109786648175e-05
3.949763116047501171e+03,4.317235410533423419e+03,4.129413661504391712e+03,3.891314115871965336e-06,1.058940816562985888e-08,4.374246716370292686e-05
4.317235410533423419e+03,4.718896055876670289e+03,4.513600021164621467e+03,3.339390554188225535e-06,8.313960037918289843e-09,3.753826530414283659e-05
4.718896055876670289e+03,5.157925817952334910e+03,4.933529750476805020e+03,2.762728517155761137e-06,6.292804624666011610e-09,3.105597693873958135e-05
5.157925817952334910e+03,5.637801390087362961e+03,5.392528288884461290e+03,2.226981278071656106e-06,4.640747325735982400e-09,2.503361397449204863e-05
5.637801390087362961e+03,6.162322925126784867e+03,5.894230463211208189e+03,1.741897583900597426e-06,3.320926725667574685e-09,1.958076259007725939e-05
6.162322925126784867e+03,6.735644128988143166e+03,6.442609271992153481e+03,1.398331000281973274e-06,2.439001018738041624e-09,1.571871250751390728e-05
6.735644128988143166e+03,7.362305154016090455e+03,7.042007347799889430e+03,9.214774150691892609e-07,1.470455921569550324e-09,1.035837621186891012e-05
7.362305154016090455e+03,8.047268552620901573e+03,7.697171346716433618e+03,7.523565401876216001e-07,1.098389405507042179e-09,8.457279539660017290e-06
8.047268552620901573e+03,8.795958575919112263e+03,8.413289537282667879e+03,5.362106446309776216e-07,7.161984639100761725e-10,6.027572130435075951e-06
8.795958575919112263e+03,9.614304128583706188e+03,9.196032886593564399e+03,3.431042713430756374e-07,4.192657615427891639e-10,3.856853205896400412e-06
9.614304128583706188e+03,1.050878572006497234e+04,1.005159996890157527e+04,2.220124193650597133e-07,2.482023347147994375e-10,2.495653312694376150e-06
1.050878572006497234e+04,1.148648678399042001e+04,1.098676605236106479e+04,1.854188940957729964e-07,1.896478391373742905e-10,2.084303565582778796e-06
1.148648678399042001e+04,1.255514977214428291e+04,1.200893675263366640e+04,9.358661740242760634e-08,8.757355540505842116e-11,1.052012100999549808e-06
1.255514977214428291e+04,1.372323746723650765e+04,1.312620667823938857e+04,6.415255602032832375e-08,5.492101003192508507e-11,7.211422649590047384e-07
1.372323746723650765e+04,1.500000000000000364e+04,1.434742353206831649e+04,2.966944093772749840e-08,2.323802600434186114e-11,3.335157500368328835e-07
